0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.5384388,0.38244823,0.56516564,0.54722035,1.2460799,1.1108174,1.1866616,1.1258241,2.2024715,2.2780206,2.1253202,2.0988615,2.718191,2.4691908,2.6096823,2.5799127,3.2391374,2.9540987,3.1475284,3.157063,3.710732,3.6414328,3.6265826,3.6604798,3.529356,3.486514,3.531588,3.5589237,2.9341412,2.9541762,2.9572625,2.8927236,2.2043009,2.3480992,2.2797685,2.3085585,1.60493,1.8356872,1.7913998,1.7606161,0.8976031,1.0388503,1.133615,1.0626343,0.47218636,0.7080544,0.6736111,0.6158164,0.38506714,0.6668482,0.50011426,0.4020185,0.98526156,1.0923153,1.0752441,1.0477502,1.6016451,1.5005519,1.5408622,1.5661732,2.4810822,2.2146597,2.377808,2.5067353,3.0056014,2.8388863,2.9008038,3.0277953,3.5790071,3.4934745,3.4622564,3.6116817,3.6390092,3.628021,3.6535,3.7457209,3.2784448,3.389679,3.379163,3.3839097,2.5575309,2.8424864,2.6304934,2.6526725,1.8535818,1.8914108,2.1109986,2.0203493,1.1690315,1.4646803,1.4304364,1.3715442,0.67001724,0.76000226,0.9639817,0.8039095
1.3064406,1.2419932,1.3502498,1.3303953,2.0396547,1.8650846,2.0889482,2.089939,2.6880558,2.4099185,2.632344,2.5895097,3.165753,2.8784368,3.0243556,3.1371799,3.6075232,3.5052147,3.5114918,3.6110315,3.4816654,3.2481222,3.4218829,3.5594733,2.9437833,3.0777633,2.9918501,3.0343666,2.2703226,2.485157,2.3459334,2.3480124,1.6119235,1.4613805,1.6809441,1.6678053,0.8433781,0.7845875,1.0468848,0.9546223,0.4515896,0.5671683,0.65941924,0.52177674,0.439651,0.55927956,0.6646647,0.49608082,0.882377,0.961924,1.0337698,0.9217427,1.7121682,1.6386294,1.7275393,1.7460848,2.4401717,2.477013,2.4155765,2.494133,2.924556,2.8096414,2.8190994,2.9371095,3.4817033,3.6683793,3.3861988,3.668533,3.5047464,3.4060116,3.4658883,3.617879,3.260412,3.3467152,3.2216818,3.3765788,2.5328681,2.5146568,2.6590939,2.7110534,1.8607886,1.936888,1.9946307,2.0320373,1.1614145,1.4954271,1.3660933,1.2995846,0.6296924,0.8792454,0.8869701,0.77467257,0.42026564,0.56793165,0.6961236,0.5510689
2.0077655,1.8674504,1.9702038,2.0226035,2.6820474,2.8645952,2.589765,2.6823015,3.2706332,3.1129146,3.230953,3.2289662,3.5426939,3.317569,3.559629,3.6367888,3.5351121,3.4023476,3.6181746,3.6947231,2.8531756,2.915409,2.9460342,2.9507484,2.2144241,2.2680514,2.3181796,2.2875187,1.6097132,1.8734334,1.78977,1.7074388,0.962151,1.0594592,1.1379031,0.9995317,0.34101257,0.69501066,0.51900345,0.39271963,0.40264073,0.38629997,0.51411307,0.45458323,0.8418948,0.86363906,0.9679068,0.96385217,1.6870414,1.7162961,1.7102913,1.8038113,2.3860836,2.2960176,2.3679118,2.4853659,3.0683732,3.1237514,2.999118,3.145717,3.4380527,3.3722086,3.3362508,3.503774,3.5415134,3.5729363,3.5304751,3.7578874,3.143904,3.1670249,3.2193394,3.2778783,2.4886012,2.6772747,2.651451,2.611781,1.7530462,1.6343282,1.9420456,1.9093223,1.1293814,1.2577103,1.2868462,1.3177967,0.572427,0.53025234,0.7324512,0.6568056,0.43563518,0.4445835,0.5193759,0.51444286,0.52175504,0.72710824,0.5956356,0.5653803
2.732117,3.0166705,2.801663,2.792274,3.2799332,3.1249535,3.201235,3.318618,3.590928,3.253252,3.5474985,3.7027752,3.549337,3.5304575,3.55088,3.7747698,2.9886658,3.040322,3.0698507,3.138941,2.1391635,2.156158,2.241122,2.2318163,1.5753033,1.5186814,1.771064,1.8020893,0.7868386,0.7689467,0.9976246,0.82892966,0.4417678,0.3350526,0.61139244,0.40945017,0.35066557,0.30355632,0.52217543,0.35571802,0.8576694,0.9750774,0.9338469,0.8783387,1.6057832,1.7372981,1.6598248,1.7054461,2.3141422,2.6987426,2.3624763,2.44837,3.0099125,3.0571988,2.913812,3.067115,3.393229,3.1702576,3.2971144,3.5096486,3.5744176,3.546596,3.5306542,3.7782755,3.1016965,3.1779044,3.130139,3.3921423,2.4113717,2.3406298,2.511471,2.606017,1.737201,2.0128078,1.8692753,1.8991055,1.1129459,1.4169927,1.3595265,1.2711428,0.425286,0.5031423,0.6148824,0.49963823,0.4029559,0.5636844,0.5184386,0.42934757,0.57608706,0.56880945,0.703029,0.5436859,1.3735038,1.6627966,1.5065391,1.4670639
3.2042003,3.0549774,3.2167158,3.2816377,3.4896111,3.3584223,3.4295166,3.5833821,3.442339,3.2108488,3.4292817,3.5109515,2.8690228,2.7234821,2.9968896,3.163619,2.1448898,2.1064694,2.271439,2.3566732,1.5151769,1.6700846,1.6727375,1.7065874,0.7528709,0.97682637,0.9618412,0.9266756,0.37233698,0.45233276,0.59462565,0.45886725,0.42425084,0.63151985,0.6136652,0.3997828,0.73880804,0.7355231,0.9023288,0.715671,1.6577809,1.7709513,1.7502023,1.6941947,2.301091,2.286059,2.469659,2.494226,2.8349476,3.1611784,2.8927991,3.0404632,3.3775082,3.3090522,3.402775,3.5669618,3.5471468,3.506097,3.5964344,3.8202457,3.1394422,3.1140323,3.245175,3.406474,2.3775764,2.550111,2.498436,2.5787256,1.7152823,1.9194336,1.9725363,1.9474334,1.0878701,1.2210314,1.3785955,1.3125633,0.45093015,0.54223377,0.7713181,0.6029177,0.32471898,0.48408404,0.55826867,0.42021158,0.5847443,0.8345402,0.70789546,0.5854774,1.3146869,1.4834975,1.4448957,1.4465433,2.0280383,2.235218,2.113936,2.103142
3.535143,3.6512225,3.6089392,3.708806,3.3460834,3.3246422,3.385246,3.3903008,2.952096,2.7604644,2.9769554,2.9950535,2.2715545,2.3825474,2.4830043,2.5524123,1.6704656,1.8386185,1.822102,1.7992853,0.916871,1.0012612,1.1558037,1.0820898,0.3146856,0.39811763,0.5436922,0.472136,0.28464633,0.46530166,0.46955836,0.2790863,0.84625256,0.82197946,0.9005696,0.798694,1.6444762,1.9671893,1.7709051,1.6499068,2.349912,2.6439204,2.4497578,2.3843582,2.9420204,3.0193388,3.108205,3.0710087,3.4809425,3.6514714,3.6562514,3.6642559,3.5204215,3.661478,3.557515,3.7076473,3.2133873,3.460807,3.2490401,3.4039195,2.309353,2.355509,2.3960927,2.4697227,1.828036,2.014474,1.9676714,2.0882866,1.1019304,1.5952438,1.3132641,1.3674753,0.5517842,0.6268823,0.80081534,0.7956997,0.23916538,0.37255803,0.3823717,0.3429622,0.49353638,0.63526267,0.55685484,0.53486603,1.3762798,1.3047265,1.4000632,1.3920548,2.1284268,2.1065238,2.1168718,2.183452,2.679983,2.714132,2.7178426,2.7861576
3.512527,3.366857,3.739059,3.7280684,2.951536,3.0132775,3.0936785,3.0619335,2.265026,2.2026784,2.3091788,2.3494074,1.5686274,1.4750073,1.6875057,1.7935625,0.811837,0.8198976,0.9192203,0.9612268,0.44543752,0.74801433,0.60331523,0.5781797,0.35899857,0.3298636,0.5078119,0.424414,0.9327727,1.1643953,1.0395694,0.9957454,1.6889814,1.9745108,1.7309296,1.7446983,2.3644547,2.26482,2.4645689,2.4228663,2.939806,2.6838713,2.9995632,3.075798,3.380432,3.4550598,3.4489732,3.5641751,3.5041437,3.460581,3.5931616,3.700304,3.1334803,3.3269274,3.227025,3.3137705,2.4234269,2.6801674,2.5692954,2.6695688,1.6469098,1.8827266,1.783319,1.8398963,1.0709195,1.2800493,1.2005621,1.3012873,0.5564876,0.8920656,0.7611919,0.7772388,0.38495636,0.6895287,0.6157344,0.5530197,0.6214107,1.0683429,0.77941656,0.6666733,1.4651126,1.6534244,1.5608472,1.5883452,2.167933,2.0822942,2.2223806,2.2256908,2.7920036,2.6111138,2.8429756,2.9186957,3.3436506,3.5224206,3.454985,3.5585086
2.8635926,2.8570302,2.984573,2.8645315,2.3828099,2.3419697,2.5289142,2.4288096,1.6709647,1.9052415,1.7563448,1.5908477,0.95925677,0.9030578,1.1577531,1.1085321,0.4623207,0.32787508,0.5869759,0.5140285,0.38394502,0.5022119,0.44650695,0.43207264,0.83641195,0.8093555,0.7882456,0.85362494,1.7552241,1.7477136,1.7567145,1.7987834,2.3731432,2.5641553,2.3647034,2.4046185,3.0047214,2.9212434,3.0122073,3.044989,3.4680233,3.3901587,3.4646778,3.5059626,3.594634,3.7734632,3.6552322,3.7145495,3.2240725,3.3618693,3.364166,3.3368392,2.49819,2.4820108,2.7050695,2.6133027,1.8413246,1.9193299,2.0767806,2.0000901,1.1893975,1.2117676,1.4796202,1.3286974,0.5806712,0.6382297,0.79175884,0.71110487,0.39375842,0.7016655,0.585877,0.4818481,0.67748696,0.61808085,0.8494855,0.8354502,1.4624434,1.6343645,1.4759011,1.4823428,2.1973429,2.2017198,2.124024,2.1685643,2.8576097,2.8151815,2.829414,2.8499572,3.4426537,3.48996,3.4964085,3.5790153,3.7813632,3.8707485,3.8469477,3.918816
2.1783772,1.9575824,2.1909246,2.1667364,1.625943,1.7556108,1.7123601,1.6963618,0.90880793,0.9870795,0.93364125,0.82871115,0.453243,0.2967977,0.49712232,0.43133283,0.40231168,0.21589234,0.36882868,0.32006875,0.9362531,0.95480734,0.8978804,0.9353499,1.7440135,1.582593,1.6591576,1.6846595,2.4548686,2.4664493,2.389822,2.4248006,3.1416957,3.02458,3.1607916,3.2047126,3.4725523,3.5672715,3.4999783,3.520901,3.6350973,3.4724712,3.6562765,3.8191717,3.170199,3.2586255,3.2358053,3.2516994,2.4467509,2.5276818,2.493273,2.5578125,1.8164483,1.9901066,1.930934,1.8806647,1.1442765,1.486419,1.293142,1.2479777,0.48324662,0.6380086,0.61960894,0.49844122,0.4596331,0.61152154,0.58019274,0.5141252,0.5521569,0.7986536,0.5873718,0.5550267,1.4291282,1.7016402,1.5429579,1.6115556,2.2208345,2.2926908,2.1913412,2.2073178,3.0325396,3.0828938,3.034685,3.1229186,3.4313574,3.7458453,3.3902419,3.4529119,3.9126537,3.736406,3.8979645,4.094511,3.5662775,3.5826612,3.5889294,3.7376287
1.5899545,1.5387328,1.7564462,1.6875222,0.9400799,1.1343747,1.061061,0.9654632,0.41824904,0.44479972,0.51401466,0.3565782,0.43898082,0.1638286,0.50299686,0.42008862,0.88579905,0.8810679,0.8911503,0.91366917,1.7088403,1.5720814,1.6768199,1.7496865,2.398601,2.4456413,2.3664563,2.4446409,2.9662676,2.9685686,2.906356,2.9890375,3.4719703,3.4901876,3.4786036,3.6385126,3.5574553,3.5233169,3.5583327,3.6788883,3.1617749,2.9987066,3.1664534,3.3369706,2.5258129,2.4930234,2.6208062,2.5862038,1.7472996,1.5345939,1.8844523,1.8158404,1.2102121,1.3238778,1.4551347,1.3303604,0.4434523,0.40147743,0.6560135,0.4390059,0.37496966,0.15035439,0.59921634,0.43756655,0.5692965,0.8038537,0.6559772,0.57326937,1.308528,1.5960705,1.3390503,1.35025,2.166869,2.3628862,2.142095,2.2490737,2.9886785,3.0904381,2.9420607,3.0292337,3.473682,3.5751843,3.4154677,3.478367,3.8147445,3.8062475,3.7784371,3.9685922,3.6149766,3.5440829,3.6907985,3.8017,3.036523,3.117564,3.203892,3.2511754
