0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.105478846,-0.12422033,0.12636557,0.041503374,0.5806379,0.60688585,0.5235828,0.5634074,0.9671052,1.0422095,0.9576029,0.84493715,1.5345535,1.3690232,1.5012099,1.5308521,1.9740313,2.131317,1.935108,1.9914039,2.0988762,2.2371943,2.0380037,2.0888999,2.1385024,2.01108,2.1032722,2.20248,1.8438133,2.0764427,1.8534201,1.9647982,1.3051972,1.292821,1.4245129,1.4646496,0.7585344,0.77407974,0.7855807,0.7623228,0.35695502,0.07210298,0.3879918,0.4908597,-0.049170494,-0.08980606,0.0025702002,-0.11176724,-0.105044186,-0.0594079,-0.04131006,-0.15714869,0.21567942,0.1907487,0.20305489,0.09107413,0.71106964,0.74291945,0.7633162,0.6538978,1.175679,1.3774828,1.1105886,1.1010386,1.8309083,1.5964766,1.7140057,1.823979,2.2237303,2.304924,2.1587558,2.2820837,2.3586903,2.5378878,2.2369385,2.4356441,2.4772656,2.684302,2.493076,2.6519077,2.090799,2.0847151,2.0896037,2.263587,1.6526135,1.8020767,1.6421539,1.7729335,1.2278475,1.1139569,1.2783197,1.4016161,0.96824735,0.728917,1.0724604,1.146354
0.47092035,0.26534215,0.46565315,0.48633507,1.0869231,1.0549587,1.0697863,1.1195334,1.51703,1.3614038,1.4851518,1.474227,1.9867404,1.7974067,1.9217377,2.0906715,2.220239,2.0891483,2.212625,2.3038433,2.1323848,2.3070047,2.0962057,2.1686158,1.8126686,1.5926299,1.8098334,1.8722116,1.2821155,1.0687048,1.372339,1.3400573,0.7802393,0.95333874,0.92503536,0.8953346,0.30240163,0.4617415,0.5468217,0.36707956,-0.031821925,0.11299193,0.16412628,-0.014925688,0.007780662,-0.024152916,0.2501659,0.12978822,0.093685225,0.10224132,0.24594684,0.1760705,0.63922435,0.6406102,0.5804295,0.63588244,1.2270063,1.1716413,1.143882,1.2513348,1.6550317,1.6397899,1.5291791,1.6641628,2.24183,1.9266025,2.0469654,2.2770646,2.3323984,2.4763691,2.1789563,2.361682,2.411613,2.3871737,2.2849734,2.4709623,2.0476184,2.027835,1.9959689,2.1215024,1.5373862,1.8375863,1.5511155,1.6329576,1.2435714,1.330885,1.336765,1.3522829,0.9100087,1.005972,1.0786747,1.0261285,0.7251912,0.60922897,0.85345864,0.799143
1.1180924,0.85011244,1.0989631,1.1023452,1.5335921,1.4097112,1.4661418,1.5149133,1.9644686,1.8629572,1.9407029,1.9591383,2.2497852,2.2192698,2.1674733,2.2779257,2.1549428,2.0450263,2.0848064,2.2286134,1.8665564,1.9634906,1.8688271,1.9451294,1.253127,1.0586176,1.2651192,1.3535151,0.78593105,0.7618888,0.8541182,0.88814706,0.3591076,0.30122733,0.4810524,0.45017883,-0.09819608,0.034928896,0.016914167,0.00057404634,-0.10067731,-0.19907804,-0.05939615,-0.09978678,0.07243835,0.1916457,0.11841993,0.053951424,0.6692972,0.45302477,0.7098687,0.67452717,1.3344226,1.3270961,1.2961383,1.3111962,1.7298448,1.6058931,1.6077944,1.6417693,2.2190483,2.0996232,2.1278841,2.2676678,2.4557915,2.4856648,2.3519151,2.5627422,2.4079924,2.327539,2.3038673,2.4788802,2.0659785,2.183218,2.0106974,2.183513,1.6414653,1.9729447,1.677991,1.7425842,1.2122369,1.4707361,1.2607943,1.3251011,0.79808944,0.8927745,0.9123722,0.8964592,0.7234328,0.9016416,0.85573757,0.8551273,0.7226503,0.7694284,0.81514037,0.85173
1.6118815,1.5875207,1.6255833,1.5972171,1.9365543,1.7704395,1.8494561,1.8888162,2.2281356,2.0407765,2.1806912,2.2174864,2.331522,2.3709085,2.305833,2.4708107,1.9036918,2.1239188,1.930813,2.0097387,1.232523,1.308443,1.2616209,1.3306755,0.73854965,0.73216885,0.8185308,0.8747327,0.32837653,0.3692067,0.4741878,0.4443125,-0.08576758,0.20951402,0.06848276,-0.0062517463,-0.006971863,-0.10806781,0.18129191,0.03909413,0.28960368,0.19181532,0.39648584,0.33230767,0.7991101,0.76029074,0.89311606,0.8278128,1.249357,1.3988929,1.2918981,1.2623214,1.7820528,1.6003162,1.6811829,1.756502,2.183488,2.3261209,2.162989,2.2078424,2.3493865,2.5519521,2.2838607,2.412596,2.4758766,2.3862946,2.4723709,2.6374133,2.0477228,2.2623892,2.051793,2.2044272,1.6553121,1.889365,1.706528,1.8053019,1.2272137,1.447652,1.3516848,1.3972299,0.93274784,1.1641816,1.0876187,1.1184766,0.74618787,0.88696104,0.7878358,0.7489243,0.7676219,0.8839861,0.90385854,0.87636054,0.95646495,0.8019242,1.1146044,1.0721009
1.836963,2.0095553,1.7845819,1.8103548,2.2314343,2.3165271,2.1147456,2.1972227,2.2024093,2.3099597,2.1610136,2.224845,1.915903,1.9571161,1.9412242,2.0556118,1.3965021,1.5607679,1.4009262,1.5005044,0.8828297,0.9815797,0.94958144,0.9696044,0.32787126,0.4458068,0.5029588,0.4845437,0.026752505,-0.023185026,0.19389492,0.13821611,-0.0067181317,0.020166324,0.19408636,0.060729258,0.004351474,0.21576087,0.14885356,0.060000233,0.6731258,0.46641317,0.71556056,0.6855428,1.285514,1.3179318,1.2553215,1.3177911,1.5336164,1.484136,1.5001967,1.5681208,2.1639564,2.126784,2.0396059,2.183818,2.4135764,2.4660914,2.2896698,2.4653127,2.4242992,2.3709004,2.3437958,2.5840886,2.1217234,1.9946446,2.091326,2.2643285,1.6741505,1.8686459,1.7026372,1.8572657,1.283749,1.4280628,1.3702288,1.3644496,0.9506263,1.106785,1.0612398,1.0988941,0.69327945,0.8247775,0.8559228,0.8193281,0.59097975,0.58810526,0.6679967,0.58832204,0.8614466,1.1184764,0.96304595,0.98433113,1.2720633,1.2340912,1.3288395,1.3763485
2.1056223,2.305261,2.0680223,2.1058779,2.2941475,2.339741,2.29747,2.403664,1.9048994,1.8343382,1.958249,2.0625865,1.3136932,1.1027279,1.3410531,1.4951298,0.8254761,0.7667161,0.88574076,0.90475595,0.41228127,0.4629299,0.5609512,0.48546425,0.10658105,0.20144011,0.30151132,0.20993231,-0.129843,-0.14169243,0.008234133,-0.12088592,0.1442276,0.10647504,0.28053635,0.24502333,0.63964987,0.60255677,0.66237044,0.62327385,1.1791699,1.3441125,1.1599206,1.2599686,1.6474655,1.5811023,1.6604178,1.6911772,2.0109704,2.0646944,1.9933131,2.075078,2.374717,2.2415082,2.326682,2.4433925,2.3753066,2.296571,2.370441,2.4651408,2.1461933,2.1172445,2.1078055,2.2943568,1.6132984,1.5421202,1.5930411,1.7257639,1.2789615,1.3003538,1.3265449,1.4480095,0.8780261,1.208645,0.9003657,0.9567438,0.7823873,0.9903459,0.76686287,0.8519009,0.62216693,0.81988233,0.685758,0.7021937,0.8641031,0.8569576,0.8238468,0.91233814,1.3371093,1.6051097,1.3509873,1.4524665,1.8449972,1.9186453,1.8373276,1.9372106
2.153378,2.0961287,2.247742,2.1957695,1.8026652,1.8516852,1.8418084,1.8857852,1.3672752,1.5072647,1.4903992,1.4531113,0.76812845,1.052229,0.8761498,0.9461,0.35709924,0.50878185,0.4106791,0.48299265,-0.0013663549,0.14859022,0.042272147,0.002356696,-0.12289555,-0.00954943,-0.023466107,-0.10055837,0.15322115,0.39912152,0.22822064,0.16778423,0.7372885,0.7669768,0.7497178,0.7061935,1.3045365,1.2713021,1.3431456,1.2991184,1.7420074,1.6253113,1.713317,1.7849633,2.1664486,2.3539362,2.2391918,2.2835028,2.3740048,2.506201,2.4351847,2.5018964,2.3782866,2.2857862,2.3720076,2.4932075,2.1143003,2.2972007,2.084826,2.2324638,1.6406106,1.60329,1.7227339,1.8052629,1.3063124,1.1562161,1.3895005,1.4515786,0.96427494,1.1246591,1.059691,1.1786476,0.78295314,0.8582846,0.78796625,0.8724954,0.6835176,0.6828853,0.68741316,0.77449214,0.97329557,1.1148733,0.9503943,1.0289949,1.407572,1.2132305,1.3244513,1.4429535,1.8700349,1.9610702,1.8015331,1.9669406,2.223212,2.4652393,2.2115068,2.3232296
1.853386,2.0184877,1.9646662,1.9273878,1.4080079,1.4404144,1.4257522,1.4754826,0.80381143,0.6062147,0.7834087,0.8288016,0.38856056,0.3127962,0.5093818,0.5151272,-0.08243866,0.17681547,0.0053490554,-0.05438562,-0.051195294,-0.29415676,-0.023664417,-0.052784663,0.0059812055,0.06128371,0.014610353,-0.008276277,0.6877526,0.6864785,0.64632,0.6633739,1.1985159,1.2893157,1.1521021,1.1665713,1.710816,1.8128995,1.651659,1.6767596,2.2170346,2.1073654,2.18419,2.278266,2.4897165,2.5299127,2.5195432,2.576339,2.4831545,2.6338398,2.5035017,2.6238372,2.128545,2.292093,2.1274192,2.22518,1.6077484,1.6376637,1.6114047,1.7469603,1.251178,1.1529717,1.3015814,1.4228642,0.91926956,0.7622988,0.94782865,1.0536305,0.67459494,0.7566048,0.549964,0.71745235,0.6631221,0.6718951,0.6330529,0.684799,0.8683983,1.0462817,0.8036163,0.8797386,1.3348883,1.1666756,1.2249595,1.3143563,1.96884,1.9498919,1.8519461,1.9276779,2.2619536,2.2753825,2.171005,2.2850657,2.5833528,2.7022269,2.6169746,2.753796
1.3311056,1.2348205,1.3561319,1.3509902,0.75493705,0.7908946,0.7906097,0.82675064,0.3685192,0.25116086,0.41062826,0.417084,-0.022341916,0.09816977,0.06595615,0.06261121,-0.11353805,-0.047784902,-0.045397867,-0.108696245,0.08018028,-0.17198454,0.052799985,0.09148169,0.561174,0.5971146,0.52596456,0.58836436,1.2707003,1.3030967,1.2677293,1.30402,1.690566,1.7357062,1.684807,1.7371862,2.1777945,2.0822942,2.1264167,2.1668463,2.50695,2.265969,2.480831,2.6056583,2.3652604,2.2617733,2.3385704,2.409307,2.1348536,1.9880238,2.150971,2.2431931,1.6689373,1.84331,1.7117676,1.7698507,1.232772,1.414531,1.2512436,1.29147,0.8694176,0.8508536,0.87145,0.92709357,0.7870421,0.7694082,0.78504586,0.8580237,0.64148074,0.674961,0.5659175,0.679129,0.9052353,0.992314,0.9217193,1.0057311,1.4580569,1.4594512,1.3937709,1.4864199,1.8927859,1.7418641,1.8072711,1.8929319,2.369114,2.4361587,2.284967,2.3489451,2.640423,2.8581777,2.6310692,2.746118,2.5955977,2.7376711,2.6413875,2.7550926
0.6838659,0.78223026,0.70931894,0.7726118,0.19786018,0.23195437,0.18235998,0.19598702,-0.07574363,0.13370171,-0.04489392,-0.064413324,-0.21068917,-0.10786067,-0.17232251,-0.20652528,0.08777761,0.1695752,0.117807075,0.1085358,0.63441485,0.62906164,0.6310018,0.5798357,1.2429787,1.2665948,1.2084281,1.3434051,1.7885338,1.7633008,1.7731434,1.8772745,2.1602297,2.3071053,2.1697984,2.244677,2.538042,2.4379628,2.5868208,2.6882205,2.4350395,2.633351,2.4459267,2.5826569,2.1468685,2.2342484,2.198266,2.257421,1.6632547,1.7763702,1.7539206,1.8896463,1.225473,1.1928585,1.2760705,1.3266972,0.8584032,0.6866966,0.8847711,0.9616916,0.64274347,0.700154,0.66977334,0.7625024,0.6541381,0.8476033,0.6396081,0.66734695,0.8794626,0.9674736,0.85219216,0.9810666,1.3647817,1.4043992,1.2908965,1.4372642,1.9452192,2.040349,1.7430393,1.9097008,2.4323466,2.501357,2.2847025,2.4444885,2.5894442,2.720049,2.5133252,2.7151494,2.617232,2.553387,2.6781182,2.7847893,2.31011,2.6462197,2.3831518,2.4797673
